,Author,Sentence
228,1,"On _that_ head, therefore, it was not for her to opposeher mother’s intention of removing into Devonshire."
229,1,"The house, too, asdescribed by Sir John, was on so simple a scale, and the rent souncommonly moderate, as to leave her no right of objection on eitherpoint; and, therefore, though it was not a plan which brought any charmto her fancy, though it was a removal from the vicinity of Norlandbeyond her wishes, she made no attempt to dissuade her mother fromsending a letter of acquiescence.CHAPTER V.No sooner was her answer dispatched, than Mrs."
230,1,"Dashwood indulgedherself in the pleasure of announcing to her son-in-law and his wifethat she was provided with a house, and should incommode them no longerthan till every thing were ready for her inhabiting it."
231,1,They heard herwith surprise.
232,1,Mrs.
233,1,John Dashwood said nothing; but her husband civillyhoped that she would not be settled far from Norland.
234,1,"She had greatsatisfaction in replying that she was going into Devonshire.—Edwardturned hastily towards her, on hearing this, and, in a voice ofsurprise and concern, which required no explanation to her, repeated,“Devonshire! Are you, indeed, going there? So far from hence! And towhat part of it?” She explained the situation."
235,1,"It was within four milesnorthward of Exeter.“It is but a cottage,” she continued, “but I hope to see many of myfriends in it."
236,1,"A room or two can easily be added; and if my friendsfind no difficulty in travelling so far to see me, I am sure I willfind none in accommodating them.”She concluded with a very kind invitation to Mr."
237,1,and Mrs.
238,1,John Dashwoodto visit her at Barton; and to Edward she gave one with still greateraffection.
239,1,"Though her late conversation with her daughter-in-law hadmade her resolve on remaining at Norland no longer than wasunavoidable, it had not produced the smallest effect on her in thatpoint to which it principally tended."
240,1,To separate Edward and Elinor wasas far from being her object as ever; and she wished to show Mrs.
241,1,"JohnDashwood, by this pointed invitation to her brother, how totally shedisregarded her disapprobation of the match.Mr."
242,1,John Dashwood told his mother again and again how exceedingly sorryhe was that she had taken a house at such a distance from Norland as toprevent his being of any service to her in removing her furniture.
243,1,Hereally felt conscientiously vexed on the occasion; for the veryexertion to which he had limited the performance of his promise to hisfather was by this arrangement rendered impracticable.—The furniturewas all sent around by water.
244,1,"It chiefly consisted of household linen,plate, china, and books, with a handsome pianoforte of Marianne’s."
245,1,Mrs.John Dashwood saw the packages depart with a sigh: she could not helpfeeling it hard that as Mrs.
246,1,"Dashwood’s income would be so trifling incomparison with their own, she should have any handsome article offurniture.Mrs."
247,1,"Dashwood took the house for a twelvemonth; it was ready furnished,and she might have immediate possession."
248,1,"No difficulty arose on eitherside in the agreement; and she waited only for the disposal of hereffects at Norland, and to determine her future household, before sheset off for the west; and this, as she was exceedingly rapid in theperformance of everything that interested her, was soon done.—Thehorses which were left her by her husband had been sold soon after hisdeath, and an opportunity now offering of disposing of her carriage,she agreed to sell that likewise at the earnest advice of her eldestdaughter."
249,1,"For the comfort of her children, had she consulted only herown wishes, she would have kept it; but the discretion of Elinorprevailed."
250,1,"_Her_ wisdom too limited the number of their servants tothree; two maids and a man, with whom they were speedily provided fromamongst those who had formed their establishment at Norland.The man and one of the maids were sent off immediately into Devonshire,to prepare the house for their mistress’s arrival; for as LadyMiddleton was entirely unknown to Mrs."
251,1,"Dashwood, she preferred goingdirectly to the cottage to being a visitor at Barton Park; and sherelied so undoubtingly on Sir John’s description of the house, as tofeel no curiosity to examine it herself till she entered it as her own.Her eagerness to be gone from Norland was preserved from diminution bythe evident satisfaction of her daughter-in-law in the prospect of herremoval; a satisfaction which was but feebly attempted to be concealedunder a cold invitation to her to defer her departure."
